Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
5905,71.74,0,0
5906,593.46,0,0
5907,532.81,0,0
5908,234.31,0,0
5909,99.53,49.29,0
5910,246.22,150.86,0
5911,274.98,0,0
5912,491.09,111.92,0
5913,66.17,0,0
5914,76.93,0,0
5915,559.96,0,0
5916,961.85,0,0
5917,98.86,0,0
5918,306.53,0,0
5919,93.41,0,0
5920,305.67,195.07,163.42
5921,683.46,97.58,0
5922,118.97,0,0
5923,371.27,0,0
5924,126.58,0,0
5925,354.83,89.09,0
5926,364.43,0,0
5927,189.36,136.88,0
5928,387.83,0,0
5929,465.82,0,0
5930,542.12,0,0
5931,168.42,159.97,135.82
5932,276.01,182.41,0
5933,135.27,96.84,0
5934,163.01,101.2,0
5935,590,0,0
5936,101.93,0,0
5937,121.1,0,0
5938,410.98,0,0
5939,625.04,0,0
5940,672.93,0,0
5941,111.01,0,0
5942,172.05,0,0
5943,479.44,393.59,263.11
5944,347.57,0,0
5945,454.5,0,0
5946,744.82,0,0
5947,57.65,0,0
5948,668.3,0,0
5949,389.79,195.08,0
5950,483.47,0,0
5951,135.07,94.29,0
5952,829.93,0,0
5953,197.73,91.89,0
5954,258.93,0,0
5955,92.19,0,0
5956,274.35,100.46,0
5957,183.34,91.64,0
5958,405.27,341.77,303.18
5959,287.35,0,0
5960,772,0,0
5961,199.22,141.97,63.14
5962,194.74,189.11,182.32
5963,371.37,106.39,0
5964,314.59,182.16,120.57
5965,627.2,0,0
5966,99.55,79.23,0
5967,163.62,0,0
5968,315.4,81.01,0
5969,279.97,106.09,80.92
5970,861.05,0,0
5971,128.17,0,0
5972,694.01,0,0
5973,233.93,197.52,190.67
5974,798.95,0,0
5975,335.65,241.06,192.07
5976,252.85,194.54,143.04
5977,885.08,0,0
5978,735.03,0,0
5979,326.21,0,0
5980,339.11,0,0
5981,121.18,0,0
5982,218.46,0,0
5983,319.82,62.99,0
5984,215.35,0,0
5985,1017.12,0,0
5986,156.85,85.01,0
5987,606.73,336.47,181.76
5988,335.51,321.62,0
5989,553.2,111.32,80.49
5990,978.78,0,0
5991,473.36,0,0
5992,183.45,0,0
5993,818.26,0,0
5994,307.11,0,0
5995,261.94,0,0
5996,258.34,137.08,79.64
5997,163.69,130.5,0
5998,85.93,0,0
5999,157.43,0,0
6000,248.48,124.3,114.19
6001,139.75,0,0
6002,92.78,0,0
6003,254.11,66.89,0
6004,107.71,0,0
6005,238.78,148.51,148.05
6006,200.28,106.59,0
6007,465.78,0,0
6008,982.46,0,0
6009,486.57,0,0
6010,489.96,477.77,418.05
6011,363.79,210.87,0
6012,1003.93,0,0
6013,819.41,0,0
6014,702.74,0,0
6015,364.72,306.17,250.29
6016,394.27,0,0
6017,639.26,0,0
6018,450.32,0,0
6019,1012.1,75.54,0
6020,1165.05,0,0
6021,560.16,124.86,0
6022,125.26,0,0
6023,107.11,87.24,0
6024,82.78,0,0
6025,570.19,0,0
6026,728.21,126.29,0
6027,442.43,0,0
6028,766.83,0,0
6029,697.97,0,0
6030,104.52,0,0
6031,198.55,0,0
6032,181.88,114.5,0
6033,480.1,253.59,0
6034,240.93,111.27,95.17
6035,565.65,114.56,0
6036,745.19,0,0
6037,241.88,0,0
6038,115.85,0,0
6039,110.36,101.42,0
6040,101.38,0,0
6041,101.87,0,0
6042,393.29,331.81,257.78
6043,178.22,105.02,0
6044,419.36,0,0
6045,548.36,0,0
6046,82.33,0,0
6047,363.41,126.36,0
6048,402.2,126.16,75.4
6049,187.89,0,0
6050,322.79,236.61,182.89
6051,154.42,0,0
6052,393.22,358.04,273.22
6053,161.41,132.19,129.7
6054,390.2,0,0
6055,206.35,111.16,0
6056,437.46,123.16,0
6057,910.08,0,0
6058,637.88,0,0
6059,591.45,215.28,0
6060,173.62,0,0
6061,607.19,366.29,289.83
6062,578.8,0,0
6063,208.51,147.38,121.94
6064,427.07,0,0
6065,141.63,69.74,0
6066,177.57,119.86,108.33
6067,78.85,0,0
6068,876.19,0,0
6069,295.52,0,0
6070,351.97,336.11,303.45
6071,521.59,0,0
6072,199.77,71.17,0
6073,132.82,0,0
6074,483.99,0,0
6075,446.98,363.22,253.6
6076,256.28,105.44,0
6077,263.57,0,0
6078,546.01,0,0
6079,320.42,234.32,188.01
6080,209.35,0,0
6081,418.29,0,0
6082,353.07,0,0
6083,218.12,0,0
6084,89.94,0,0
6085,95.79,0,0
6086,79.65,0,0
6087,609.65,0,0
6088,113.61,65.73,0
6089,556.26,69.37,0
6090,71.64,0,0
6091,949.85,0,0
6092,426.8,0,0
6093,121.54,0,0
6094,211.76,188.97,164.98
6095,757.95,0,0
6096,289.78,0,0
6097,586.81,549.06,222.25
6098,196.34,67.53,0
6099,535.66,65.19,0
6100,153.66,0,0
6101,573.28,0,0
6102,85.33,0,0
6103,105.87,0,0
6104,339.33,233.01,124.03
6105,210.66,146.11,112.01
6106,507.37,0,0
6107,144.51,0,0
6108,195.51,0,0
6109,133.87,53.53,0
6110,201.45,0,0
6111,458.57,0,0
6112,151.16,89.64,0
6113,97.29,0,0
6114,397.3,0,0
6115,789.29,0,0
6116,635.18,67.26,0
6117,723.58,0,0
6118,151.21,104.79,0
6119,104.99,0,0
6120,749.09,81.13,0
6121,737.33,0,0
6122,568.06,181.03,0
6123,526.51,0,0
6124,243.21,0,0
6125,591.18,0,0
6126,480.82,0,0
6127,151.5,0,0
6128,75.79,0,0
6129,662.18,0,0
6130,503.56,0,0
6131,590.75,0,0
6132,159.04,111.81,0
6133,263.18,219.82,187.56
6134,495.97,0,0
6135,768.65,0,0
6136,461.19,0,0
6137,149.21,43.66,0
6138,746.95,0,0
6139,171.76,152.78,0
6140,577.1,0,0
6141,383.19,335.09,258.02
6142,935.51,0,0
6143,297.98,160.01,0
6144,827.07,0,0
6145,238.1,207.17,178.95
6146,123.26,0,0
6147,679.95,0,0
6148,183.04,0,0
6149,91.94,0,0
6150,88.39,83.15,0
6151,85,0,0
6152,68.15,0,0
6153,621.21,0,0
6154,458.93,0,0
6155,588.52,0,0
6156,599.07,197.93,0
6157,303.19,0,0
6158,234.7,90.56,0
6159,93.23,0,0
6160,730.01,0,0
6161,1206.2,0,0
6162,592.24,0,0
6163,191.34,0,0
6164,83.98,0,0
6165,683.4,0,0
6166,291.6,0,0
6167,646.05,0,0
6168,284.37,0,0
6169,154.79,0,0
6170,352.17,0,0
6171,590.21,0,0
6172,777.42,0,0
6173,633.45,0,0
6174,1186.77,0,0
6175,671.32,0,0
6176,109.73,0,0
6177,912.68,0,0
6178,114.68,0,0
6179,159.11,93.87,0
6180,124.38,0,0
6181,507.79,148.35,137.81
6182,194.43,0,0
6183,554.89,0,0
6184,272.88,217.41,137.94
6185,133.43,48.88,0
6186,205.35,79.95,78.33
6187,797.99,0,0
6188,396.99,187.22,0
6189,1000.15,0,0
6190,196.05,126.13,119.95
6191,422.34,103.46,0
6192,428.48,298.61,286.27
6193,458.39,451.48,226.28
6194,495.74,344.71,171.3
6195,576.26,0,0
6196,348.77,0,0
6197,688.2,0,0
6198,178.37,93.24,0
6199,401.42,261.84,185.82
6200,92.95,0,0
6201,638.52,61.16,0
6202,171.43,116.71,0
6203,644.43,51.21,0
6204,386.75,126.5,0
6205,179.65,133.62,0
6206,353.2,118.74,42.16
6207,156.84,93.31,0
6208,146.87,110.51,0
6209,448.61,0,0
6210,622.19,0,0
6211,268.57,215.6,119.15
6212,649.18,0,0
6213,153.72,66.25,0
6214,236.25,0,0
6215,493.14,116.82,0
6216,364.27,257.9,0
6217,813.65,0,0
6218,105.91,0,0
6219,617.5,0,0
6220,258.43,162.21,140.72
6221,340.77,0,0
6222,480.76,0,0
6223,174.21,144.16,0
6224,426.16,0,0
6225,93.25,0,0
6226,215.17,0,0
6227,574.52,142.17,0
6228,178.17,71.69,0
6229,762.88,0,0
6230,355.8,0,0
6231,128.15,0,0
6232,562.28,0,0
6233,141.14,0,0
6234,817.58,0,0
6235,814.36,0,0
6236,287.74,0,0
6237,103.23,0,0
6238,743.89,103.99,0
6239,142.03,0,0
6240,112.17,0,0
6241,806.58,0,0
6242,154.73,77.79,0
6243,332.72,267.16,240.48
6244,108.44,0,0
6245,262.66,170.91,0
6246,175.95,56.04,0
6247,262.74,207.01,0
6248,400.15,0,0
6249,83.33,0,0
6250,840.65,0,0
6251,643.66,0,0
6252,202.73,111.24,0
6253,261.95,0,0
6254,381.09,0,0
6255,351.9,0,0
6256,83.31,0,0
6257,872.82,0,0
6258,78.84,0,0
6259,157.62,0,0
6260,412.13,128.79,84.38
6261,650.15,0,0
6262,129.37,82.22,0
6263,687.18,0,0
6264,439.01,356.71,351.3
6265,163.71,0,0
6266,439.11,285.77,233.23
6267,611.65,0,0
6268,65.34,0,0
6269,188.53,82.48,0
6270,145.84,0,0
6271,768.85,0,0
6272,823.29,0,0
6273,679.36,0,0
6274,107.51,0,0
6275,605.07,102.23,0
6276,76.09,0,0
6277,366.64,0,0
6278,405.44,0,0
6279,129.02,0,0
6280,132.44,0,0
6281,106.16,0,0
6282,91.76,0,0
6283,174.64,109.47,0
6284,464.75,448.36,413.64
6285,465.14,0,0
6286,603.53,151.2,115.38
6287,622.8,459.24,357.93
6288,424.3,370.65,307.75
6289,362.03,288.29,273.91
6290,254.22,113.04,0
6291,580.3,0,0
6292,350.79,54.23,0
6293,802.96,358.96,84.88
6294,348.53,0,0
6295,413.17,0,0
6296,262.19,89.91,0
6297,722.87,0,0
6298,668.86,0,0
6299,67.42,0,0
6300,331.91,93.2,0
6301,371.8,113.18,90.89
6302,811.45,108.21,0
6303,459.45,371.52,339.54
6304,945.91,0,0
6305,76.4,0,0
6306,479.29,0,0
6307,60.63,0,0
6308,89.85,0,0
6309,104.15,79.91,0
6310,547.97,181.49,123.68
6311,299.06,190.35,0
6312,377.83,0,0
6313,831.36,0,0
6314,343.39,0,0
6315,1117.62,0,0
6316,710.62,0,0
6317,122.73,0,0
6318,105.6,0,0
6319,419.27,363.22,356.14
6320,258.89,117.91,69.65
6321,417.49,0,0
6322,462.17,125.68,0
6323,99.03,0,0
6324,503.71,0,0
6325,481.48,374.55,350.1
6326,157.68,0,0
6327,261.82,0,0
6328,275.33,178.12,127.72
6329,408.77,377.93,193.42
6330,228.92,65.73,0
6331,706.77,0,0
6332,214.89,0,0
6333,139.95,0,0
6334,142.88,127.52,0
6335,510.53,0,0
6336,606.42,0,0
6337,780.92,0,0
6338,71.48,0,0
6339,385.5,0,0
6340,772.75,0,0
6341,143,0,0
6342,649.86,0,0
6343,809.4,0,0
6344,594.56,0,0
6345,1011.77,0,0
6346,165.44,0,0
6347,121.72,53.78,0
6348,333.21,163.39,151.13
6349,1310.37,164.85,0
6350,209.46,0,0
