Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
2398,368.88,0,0
2399,98.21,0,0
2400,930.98,0,0
2401,304.4,0,0
2402,678.62,0,0
2403,540.6,0,0
2404,657.4,0,0
2405,182.11,73.6,0
2406,321.11,315.99,166.04
2407,269.29,230.2,208.7
2408,262.35,250.89,160.75
2409,874.56,0,0
2410,307.6,65.42,0
2411,576.21,0,0
2412,1036.97,0,0
2413,207.28,146.14,68.25
2414,687.31,0,0
2415,222.04,143.2,0
2416,778.42,0,0
2417,324.87,0,0
2418,526.12,405.54,399.6
2419,492.08,0,0
2420,823.71,0,0
2421,434.37,327.39,325.53
2422,250.13,0,0
2423,643.08,0,0
2424,893.54,0,0
2425,112.15,0,0
2426,409.98,0,0
2427,98.12,0,0
2428,82.65,0,0
2429,303.83,158.52,0
2430,340.23,65.72,0
2431,247.66,0,0
2432,232.58,189.53,121.58
2433,497.87,0,0
2434,362.18,335.69,335.37
2435,205.47,0,0
2436,799.27,0,0
2437,140.11,117.24,0
2438,254.42,192.94,125.67
2439,648.89,131.41,0
2440,544.06,214.97,0
2441,548.05,0,0
2442,131.7,123.06,0
2443,589.01,0,0
2444,373.06,144.8,0
2445,156.36,70.94,0
2446,443.65,0,0
2447,329.06,304.32,227.87
2448,312.5,251.32,121.47
2449,662.09,0,0
2450,304.46,0,0
2451,167.93,145.97,0
2452,420.72,0,0
2453,684.8,0,0
2454,114.47,0,0
2455,533.27,0,0
2456,91.61,0,0
2457,326.57,0,0
2458,743.62,0,0
2459,252.19,0,0
2460,178.34,0,0
2461,322.84,269.87,267.64
2462,134.94,99.75,0
2463,203.41,118.01,62.47
2464,1174.76,0,0
2465,171.36,102.76,0
2466,61.42,0,0
2467,528.94,0,0
2468,318.36,268.78,234.94
2469,152.36,0,0
2470,341.48,330.82,235.91
2471,402.37,216.94,140.18
2472,508.86,0,0
2473,637.62,0,0
2474,512.54,123.64,0
2475,444.35,0,0
2476,135.76,0,0
2477,912.45,0,0
2478,965.39,0,0
2479,812.12,0,0
2480,585.64,367.32,350.98
2481,107.72,0,0
2482,618.69,0,0
2483,190.89,157.67,131.37
2484,649.75,0,0
2485,304.85,0,0
2486,141.57,111.81,0
2487,406.92,0,0
2488,511.62,100.88,0
2489,130.12,0,0
2490,232.41,213.47,117.94
2491,83.01,70.42,0
2492,527.33,0,0
2493,646.26,0,0
2494,166.45,133.92,0
2495,46.64,0,0
2496,187.05,0,0
2497,297.48,0,0
2498,791.58,0,0
2499,515.67,0,0
2500,100.74,0,0
2501,157.34,0,0
2502,237.53,70.57,0
2503,504.47,0,0
2504,547.36,0,0
2505,246.08,0,0
2506,1066.86,0,0
2507,304.52,83.75,0
2508,865.34,0,0
2509,343.76,0,0
2510,309.63,0,0
2511,265.56,193.09,0
2512,1053.7,0,0
2513,402.83,241.78,224.61
2514,67.22,0,0
2515,568.83,0,0
2516,342.89,307.24,295.71
2517,456.63,0,0
2518,748.85,0,0
2519,69.24,0,0
2520,427.81,376.58,364.69
2521,523.25,0,0
2522,112.59,0,0
2523,663.44,0,0
2524,375.24,0,0
2525,206.81,0,0
2526,443.77,0,0
2527,122.57,0,0
2528,315.31,275.98,235.41
2529,140.68,0,0
2530,316.64,0,0
2531,429.94,0,0
2532,107.15,0,0
2533,80.63,0,0
2534,118.24,79.74,62.52
2535,487.45,0,0
2536,285.53,0,0
2537,102.79,0,0
2538,267.35,243.47,197.97
2539,281.77,0,0
2540,120.53,0,0
2541,270.09,0,0
2542,184.06,0,0
2543,88.73,0,0
2544,195.82,0,0
2545,370.43,0,0
2546,776.38,0,0
2547,170.15,0,0
2548,357.74,0,0
2549,516.49,0,0
2550,345.07,156.47,120.01
2551,708.06,0,0
2552,337.41,142.65,63.19
2553,189.71,108.04,0
2554,157.71,0,0
2555,199.3,0,0
2556,379.13,342.42,244.39
2557,443.48,0,0
2558,117.01,0,0
2559,436.94,0,0
2560,208.62,0,0
2561,465.85,0,0
2562,340.9,290.62,240.45
2563,77.37,0,0
2564,119.06,0,0
2565,303.67,178.17,164.6
2566,111.12,0,0
2567,266.09,145.83,0
2568,438.75,400.74,310.53
2569,170.8,0,0
2570,414.21,48.06,0
2571,587.19,0,0
2572,498.3,0,0
2573,410.12,283.43,235.54
2574,379.64,0,0
2575,110.1,0,0
2576,104.81,0,0
2577,109.42,0,0
2578,154.09,91.18,0
2579,676.69,0,0
2580,240.74,143.56,0
2581,913.14,0,0
2582,302.35,0,0
2583,791.76,0,0
2584,441.41,313.55,156.01
2585,65.61,0,0
2586,900.43,0,0
2587,226.96,97.14,0
2588,701.46,89.63,0
2589,127.1,0,0
2590,621.27,0,0
2591,107.97,0,0
2592,114.58,105.04,0
2593,125.37,0,0
2594,720.46,0,0
2595,421.33,154.44,0
2596,106.44,0,0
2597,224.57,73.52,70.75
2598,380.37,0,0
2599,634.92,0,0
2600,102.11,0,0
2601,415.01,0,0
2602,618.71,0,0
2603,673.42,0,0
2604,800.04,0,0
2605,182.73,160.31,0
2606,710.29,0,0
2607,158.03,129.82,87.07
2608,322.7,0,0
2609,308.49,0,0
2610,189.26,146.06,0
2611,180.52,0,0
2612,661.75,95.38,0
2613,254.94,94.2,0
2614,374.51,230.58,226.47
2615,97.14,0,0
2616,1328.2,0,0
2617,172.09,71.25,0
2618,412.63,0,0
2619,206.5,0,0
2620,173.38,0,0
2621,103.53,0,0
2622,339.05,0,0
2623,92.6,0,0
2624,367.16,115.36,114.29
2625,415.64,132.13,0
2626,563.57,0,0
2627,495.6,0,0
2628,638.22,86.9,0
2629,448,0,0
2630,307.27,0,0
2631,815.62,0,0
2632,599.75,0,0
2633,620.01,0,0
2634,603.19,0,0
2635,690.1,0,0
2636,112.92,0,0
2637,836.62,0,0
2638,699.38,0,0
2639,706.67,0,0
2640,335.67,0,0
2641,323.29,35.97,0
2642,562.85,209.98,0
2643,489.71,85.66,0
2644,312.32,281.34,250.95
2645,315.73,287.02,242.77
2646,83.8,0,0
2647,435.04,0,0
2648,314.38,146.45,95.06
2649,622.08,0,0
2650,457.1,0,0
2651,159.24,0,0
2652,283.78,0,0
2653,633.7,0,0
2654,293.45,84.95,0
2655,504.69,0,0
2656,438.18,297.27,253.43
2657,336.2,251.42,79.66
2658,302.88,0,0
2659,559.85,55.4,0
2660,88.98,0,0
2661,347.82,0,0
2662,205.36,167.44,141.74
2663,458.18,181.55,0
2664,211.87,0,0
2665,400.47,0,0
2666,211.44,114.67,101.65
2667,52.61,0,0
2668,171.69,0,0
2669,73.37,0,0
2670,724.88,0,0
2671,802.32,0,0
2672,114.93,0,0
2673,134.37,0,0
2674,119.37,0,0
2675,209.26,0,0
2676,466.8,0,0
2677,265.61,0,0
2678,84.57,0,0
2679,889.73,0,0
2680,449.81,0,0
2681,1084.51,0,0
2682,184.89,0,0
2683,722.2,0,0
2684,376.28,354.57,288.39
2685,512.59,0,0
2686,484.75,0,0
2687,495.58,140.02,0
2688,510.07,0,0
2689,975.24,0,0
2690,103.69,0,0
2691,256.42,136.62,0
2692,193.81,0,0
2693,1112.68,0,0
2694,422.92,0,0
2695,121.98,0,0
2696,683.2,0,0
2697,177.11,0,0
2698,413.85,0,0
2699,111.69,0,0
2700,55.52,0,0
2701,75.26,0,0
2702,483.99,0,0
2703,469.24,0,0
2704,635.2,0,0
2705,278.19,0,0
2706,230.19,0,0
2707,829.41,0,0
2708,406.08,383.51,354.65
2709,515.24,139.83,0
2710,495.61,0,0
2711,160.28,0,0
2712,147.5,0,0
2713,539.72,0,0
2714,608.06,364.37,295.97
2715,483.04,234.49,54.34
2716,469.79,0,0
2717,660.76,0,0
2718,379.62,126.81,88.29
2719,147.44,0,0
2720,671.11,0,0
2721,201.42,165.34,150.84
2722,295.33,0,0
2723,708.82,0,0
2724,111.61,0,0
2725,159.77,0,0
2726,150.38,0,0
2727,875.1,0,0
2728,356.04,120.94,0
2729,122.79,0,0
2730,656.63,0,0
2731,298.35,226.12,206.96
2732,414.75,278.74,222.91
2733,111.57,0,0
2734,203.76,147.69,0
2735,148.52,0,0
2736,357.44,162.32,0
2737,528.56,0,0
2738,446.65,47.75,0
2739,723.84,0,0
2740,270.84,232.5,153.52
2741,162.61,130.15,0
2742,134.66,0,0
2743,657.98,0,0
2744,108.73,0,0
2745,111.28,77,0
2746,173.54,0,0
2747,394.46,0,0
2748,147.87,0,0
2749,648.86,135.74,0
2750,509.1,0,0
2751,74.8,0,0
2752,847.63,0,0
2753,273.67,141.16,102.94
2754,482.12,136.36,98.99
2755,446.97,156.87,105.52
2756,513.97,0,0
2757,552.76,0,0
2758,176.39,0,0
2759,305.15,133.53,0
2760,343.92,0,0
2761,240.14,0,0
2762,305.96,230.09,168.39
2763,410.03,84.33,0
2764,137.45,0,0
2765,341.76,285.71,270.79
2766,226.93,0,0
2767,503.28,0,0
2768,633.36,0,0
2769,162.15,0,0
2770,139.54,87.89,0
2771,199.87,133.08,0
2772,262.15,96.13,0
2773,315.28,0,0
2774,277.67,207.54,192.16
2775,752.26,173.98,0
2776,328.16,266.03,77.91
2777,365.23,0,0
2778,241.86,0,0
2779,86.8,0,0
2780,501.16,0,0
2781,504.09,0,0
2782,475.64,0,0
2783,80.19,0,0
2784,536.03,0,0
2785,520.65,0,0
2786,476.84,0,0
2787,159.5,0,0
2788,490.75,0,0
2789,858.39,0,0
2790,399.3,58.85,0
2791,728.15,0,0
2792,246.93,0,0
2793,455.64,0,0
2794,981.53,73.6,0
2795,138.35,0,0
2796,512.37,0,0
2797,177.55,0,0
2798,198.89,162.54,143.65
2799,107.99,0,0
2800,667.48,0,0
2801,745.97,145.55,0
2802,208.49,0,0
2803,154.55,0,0
2804,154.71,143.66,90.08
2805,78.44,0,0
2806,302.26,264.36,215.55
2807,1271.27,0,0
2808,634.08,0,0
2809,572.27,0,0
2810,820.46,0,0
2811,54.3,0,0
2812,92.32,0,0
2813,744.66,0,0
2814,391.66,0,0
2815,421.63,109.88,0
2816,263.37,0,0
2817,623.25,0,0
2818,833.61,0,0
2819,337.1,0,0
2820,189.13,161.5,119.14
2821,498.96,0,0
2822,674.01,0,0
2823,872.15,0,0
2824,443.75,0,0
2825,298.85,0,0
2826,292.11,0,0
2827,356.16,0,0
2828,451.07,107.87,0
2829,833.14,89.51,0
2830,407.52,0,0
2831,845.97,0,0
2832,400.18,0,0
2833,364.83,0,0
2834,54.29,0,0
2835,342.04,63.51,0
2836,68.04,0,0
2837,249.07,206.32,155.92
2838,167.92,0,0
2839,129.96,100.47,77.18
2840,83.38,0,0
2841,154.13,0,0
2842,501.9,0,0
2843,601.21,0,0
2844,112.72,104.93,0
2845,74.44,0,0
2846,518.86,426.4,218.67
2847,813.71,0,0
2848,525.47,0,0
2849,148.12,0,0
2850,115.52,0,0
2851,143.06,0,0
2852,865.2,0,0
2853,234.11,0,0
2854,777.26,0,0
2855,238.14,221.36,173.83
2856,319.26,242.56,211.47
2857,754.94,69.52,0
2858,145.77,93.53,0
2859,522.14,0,0
2860,613.45,0,0
2861,532.57,83.95,0
2862,673.08,0,0
2863,342.63,217,178.32
2864,573.4,0,0
2865,338.93,225.6,218.02
2866,263.42,125.36,0
2867,758.5,0,0
2868,105.93,0,0
2869,247.45,0,0
2870,301.97,281.95,227.47
2871,549.06,0,0
2872,680.06,113.45,0
2873,430.85,203.84,187.15
2874,230.38,219.48,132.69
2875,54.39,0,0
2876,109.06,0,0
2877,689.54,0,0
2878,127.24,0,0
2879,310.76,0,0
2880,61.42,0,0
2881,199.56,106.57,0
2882,298.82,277.86,267.57
2883,313.1,64.64,0
2884,452.94,66.87,0
2885,331.72,0,0
2886,81.06,0,0
2887,378.54,375.77,326.69
2888,398.79,0,0
2889,445,0,0
2890,228.89,180.22,146.63
2891,1157.68,0,0
2892,116.19,0,0
2893,156.25,93.58,0
2894,251.93,0,0
2895,213.27,128.92,115.81
2896,500.51,0,0
2897,136.29,0,0
2898,163.15,77.99,0
2899,735.3,0,0
2900,263.31,0,0
2901,471.27,0,0
2902,225.99,157.02,79.14
2903,649.75,0,0
2904,256.9,201.66,170.7
2905,323.71,0,0
2906,245.51,158.82,0
2907,101.94,0,0
2908,249.27,237.65,218.2
2909,252.14,219.83,173.49
2910,584.82,0,0
2911,270.03,135.18,0
2912,266,256.9,256.44
2913,108.26,0,0
2914,644.25,0,0
2915,78.18,0,0
2916,791.12,0,0
2917,215.11,0,0
2918,300.49,101.14,0
2919,336.87,0,0
2920,641.55,0,0
2921,651.98,276.28,85.25
2922,84,0,0
2923,590.2,0,0
2924,986.23,258.41,242.49
2925,411.18,0,0
2926,649.59,0,0
2927,552.03,0,0
2928,735.39,0,0
2929,165.29,0,0
2930,117.74,0,0
2931,337.02,287.83,189.42
2932,273.13,192.39,147.9
2933,655.47,0,0
2934,48.07,46.06,0
2935,198.77,55.96,0
2936,62.75,0,0
2937,453.77,0,0
2938,179.91,0,0
2939,229.57,222.27,121.87
2940,156.86,138.98,66.55
2941,870.36,0,0
2942,983.93,0,0
2943,542.51,103.49,0
2944,72.16,0,0
2945,771.2,0,0
2946,111.57,0,0
2947,345.48,0,0
2948,854.58,0,0
2949,125.34,0,0
2950,327.71,262.04,228.61
2951,179.05,0,0
2952,426.11,0,0
2953,167.03,0,0
2954,97.77,0,0
2955,307.91,199.86,0
2956,624.09,0,0
2957,733.54,0,0
2958,485.33,476.3,393.67
2959,220.73,184.41,0
2960,101.5,0,0
2961,1031.79,0,0
2962,912.53,0,0
2963,455.52,177.81,0
2964,448.88,104.46,0
2965,363.49,0,0
2966,108.68,0,0
2967,375.99,0,0
2968,336.65,0,0
2969,40.75,0,0
2970,857.37,0,0
2971,96.13,0,0
2972,96.76,58.62,0
2973,88.74,0,0
2974,80.78,0,0
2975,62.46,0,0
2976,417.51,0,0
2977,276.67,0,0
2978,428.11,181.89,144.22
2979,597.68,0,0
2980,923.83,0,0
2981,541.11,351,255.55
2982,491.33,36.61,0
2983,355.99,50.15,0
2984,313.93,194.34,168.33
2985,622.72,97.6,0
2986,849.09,0,0
2987,217.02,71.57,0
2988,770.23,0,0
2989,280.16,222.85,220.18
2990,1212.94,0,0
2991,777.46,0,0
2992,493.73,0,0
2993,684.45,0,0
2994,213.72,0,0
2995,797.24,0,0
2996,949.09,0,0
2997,1075.49,0,0
2998,561.54,0,0
2999,807.11,0,0
3000,220.84,0,0
3001,167.16,105.75,63.79
3002,404.05,0,0
3003,382.36,0,0
3004,160.88,0,0
3005,114.25,54.54,0
3006,870.48,0,0
3007,101.14,99.02,0
3008,91.09,0,0
3009,230.47,67.77,0
3010,263.33,0,0
3011,164.75,0,0
3012,221.86,0,0
3013,604.8,0,0
3014,232.45,207.18,184.19
3015,49.74,0,0
3016,151.66,118.05,0
3017,706.71,0,0
3018,352.71,207.19,167.49
3019,1165.38,0,0
3020,264.43,0,0
3021,400.17,200.12,0
3022,354.64,112.59,81.81
3023,498.07,257.69,225.1
3024,252.31,0,0
3025,403.06,0,0
3026,604.34,0,0
3027,96.42,0,0
3028,575.1,0,0
3029,186.14,0,0
3030,156.37,0,0
3031,218.63,0,0
3032,153.96,110.7,0
3033,183.83,0,0
3034,586.23,0,0
3035,598.89,0,0
3036,126.12,0,0
3037,881.01,0,0
3038,498.27,0,0
3039,330.39,0,0
3040,137.94,0,0
3041,129.35,0,0
3042,392.74,0,0
3043,523.59,324.39,308.9
3044,1141.09,0,0
3045,311.56,0,0
3046,178.68,0,0
3047,235.09,234.92,212.07
3048,555.45,0,0
3049,385.03,0,0
3050,262.3,253.9,0
3051,870.71,0,0
3052,190.45,142.24,0
3053,386.93,0,0
3054,247.64,0,0
3055,214.13,0,0
3056,287.86,149.43,0
3057,94.34,0,0
3058,469.22,308.78,299.53
3059,75.43,0,0
3060,370.87,155.25,133.53
3061,185.03,94.42,0
3062,49.04,0,0
3063,312.77,0,0
3064,208.18,0,0
3065,375.44,0,0
3066,584.69,145.94,122.83
3067,340.45,0,0
3068,200.76,0,0
3069,154.28,0,0
3070,189.26,141.59,105.35
3071,249.07,110.28,0
3072,535.08,0,0
3073,413.84,0,0
3074,563.02,0,0
3075,109.99,0,0
3076,415.73,0,0
3077,89.23,0,0
3078,405.39,165.47,133.9
3079,133.77,0,0
3080,457.09,0,0
3081,567.33,0,0
3082,1043.04,0,0
3083,455.42,0,0
3084,390.09,0,0
3085,116.6,0,0
3086,381.26,93.75,75.21
3087,238.86,0,0
3088,165.08,158.84,148.61
3089,695.99,0,0
3090,256.73,83.37,0
3091,359.58,0,0
3092,537.64,0,0
3093,202.21,0,0
3094,937.55,0,0
3095,131.34,0,0
3096,484.08,0,0
3097,69.35,60.2,0
3098,158.49,0,0
3099,469.41,0,0
3100,429.7,0,0
3101,328.69,211.94,205.71
3102,116.62,0,0
3103,56.23,0,0
3104,456.7,0,0
3105,202.35,90.85,0
3106,100.04,0,0
3107,182.84,0,0
3108,1060.99,0,0
3109,322.57,230.83,190.5
3110,452.13,0,0
3111,487.86,0,0
3112,576.03,0,0
3113,645.43,0,0
3114,377.37,0,0
3115,83.07,0,0
3116,132.51,68.59,59.12
3117,136.9,112.12,0
3118,515.57,0,0
3119,334.27,52.2,0
3120,359.22,132.42,0
3121,698.44,0,0
3122,459.39,0,0
3123,437.83,0,0
3124,618.68,0,0
3125,250.12,92.81,0
3126,361.39,304.27,137.72
3127,442.27,64.73,0
3128,144.3,0,0
3129,139.06,0,0
3130,1025.96,0,0
3131,720.59,0,0
3132,546.61,41.78,0
3133,1369.5,0,0
3134,380.3,67.08,0
3135,503.8,0,0
3136,119.23,95.72,78.16
3137,188.35,165.53,0
3138,1072.3,0,0
3139,397.65,0,0
3140,864.53,0,0
3141,479.82,203.37,62.61
3142,395.67,230.4,0
3143,113.34,0,0
3144,195.82,157.16,0
3145,99.41,0,0
3146,479.37,0,0
3147,652.51,0,0
3148,584.66,227.79,0
3149,253.28,161.21,149
3150,663.31,0,0
3151,497.83,0,0
3152,595.11,0,0
3153,111.76,0,0
3154,294.98,0,0
3155,221.64,81.7,0
3156,69.41,0,0
3157,385.28,299.74,222.12
3158,255.65,181.84,172.17
3159,152.8,0,0
3160,222.96,122.97,0
3161,431.47,64.79,0
3162,244.63,0,0
3163,147.3,124.27,0
3164,492.71,87.36,70.82
3165,943.05,0,0
3166,238.22,106.56,0
3167,501.46,83.57,0
3168,115.98,77.7,0
3169,376.01,0,0
3170,634.09,0,0
3171,788.12,0,0
3172,192.42,89.52,0
3173,290.6,259.24,172.68
3174,124.51,0,0
3175,990.39,0,0
3176,144.14,0,0
3177,349.99,293.36,116.26
3178,821.05,0,0
3179,523.85,318.37,312.71
3180,214.06,178.73,128.74
3181,1022.99,0,0
3182,354.47,0,0
3183,361.57,201.07,157.75
3184,613.92,0,0
3185,614.62,0,0
3186,279.35,0,0
3187,739.2,0,0
3188,805.01,0,0
3189,308.71,0,0
3190,703.71,0,0
3191,248.8,0,0
3192,511.64,0,0
3193,579.96,0,0
3194,347.88,0,0
3195,972.07,0,0
3196,210.08,73.36,0
3197,91.95,0,0
3198,336.39,319.73,299.18
3199,43.95,0,0
3200,772.31,0,0
3201,818.8,0,0
3202,477.57,80.04,71.16
3203,156.7,0,0
3204,127.75,0,0
3205,205.35,80.32,0
3206,737.05,0,0
3207,109.39,0,0
3208,119.03,0,0
3209,100.99,67.85,0
3210,163.19,0,0
3211,174.98,0,0
3212,744.18,0,0
3213,940.57,0,0
3214,1071.95,0,0
3215,532.99,0,0
3216,770.86,0,0
3217,390.48,0,0
3218,346.88,0,0
3219,361.28,272.16,175.12
3220,157.75,0,0
3221,293.24,0,0
3222,360.74,0,0
3223,165.12,0,0
3224,550,0,0
3225,645,0,0
3226,339.96,0,0
3227,81.04,0,0
3228,654.28,0,0
3229,361.58,0,0
3230,626.21,0,0
3231,493.1,156.94,0
3232,305.28,0,0
3233,99.36,85.49,0
3234,143.08,0,0
3235,567.47,0,0
3236,822.75,0,0
3237,656.22,0,0
3238,145.24,0,0
3239,602.91,0,0
3240,802.77,0,0
3241,407.59,0,0
3242,205.12,119.49,0
3243,220.29,57.37,0
3244,120.85,103.04,0
3245,168.75,81.98,0
3246,100.45,0,0
3247,88.47,0,0
3248,95.59,95.3,0
3249,571.8,0,0
3250,481.92,0,0
3251,196.93,0,0
3252,945.64,0,0
3253,448.4,86.91,0
3254,247.94,0,0
3255,761.87,0,0
3256,506.73,455.65,98.88
3257,782.29,0,0
3258,771.05,0,0
3259,577.59,0,0
3260,358.89,0,0
3261,157.11,0,0
3262,359.14,124.1,0
3263,304.97,279.67,278.13
3264,767.72,0,0
3265,522.48,126.4,0
3266,706.36,0,0
3267,704.67,0,0
3268,201.34,0,0
3269,135.35,0,0
3270,194.31,151.65,0
3271,789.87,0,0
3272,114.59,87.05,0
3273,424.46,0,0
3274,129.05,88.47,0
3275,211.17,0,0
3276,200.53,0,0
3277,190.16,0,0
3278,349.99,230.85,0
3279,110.23,68.87,0
3280,118.76,0,0
3281,849.39,0,0
3282,408.81,0,0
3283,460.27,420.51,356.7
3284,268.24,251.93,165.43
3285,144.49,104.18,0
3286,688.9,0,0
3287,378.99,0,0
3288,93.99,0,0
3289,538.72,0,0
3290,77.37,0,0
3291,187.92,0,0
3292,125.96,112.17,0
3293,596.99,0,0
3294,184.46,79.59,0
3295,390.9,0,0
3296,998.68,0,0
3297,56.31,0,0
3298,415.43,0,0
3299,416.5,391.85,340.21
3300,86.84,0,0
3301,320.42,0,0
3302,181.95,171.33,168.82
3303,488.57,0,0
3304,1009.62,0,0
3305,826.79,0,0
3306,83.61,0,0
3307,533.77,0,0
3308,590.43,0,0
3309,280.2,183.99,162.37
3310,121.18,0,0
3311,93.85,73.91,0
3312,106.64,69.09,0
3313,613.54,0,0
3314,472.59,0,0
3315,208.73,0,0
3316,156.88,0,0
3317,107.98,0,0
3318,527.76,0,0
3319,1086.1,0,0
3320,123.22,0,0
3321,123.45,0,0
3322,1133.22,0,0
3323,112.97,0,0
3324,567.71,414.41,231.65
3325,184.15,167.19,0
3326,360.44,0,0
3327,263.78,0,0
3328,556.13,0,0
3329,326.26,0,0
3330,528.48,0,0
3331,343.28,85.53,0
3332,342.06,0,0
3333,1199.51,0,0
3334,359.11,148.22,0
3335,181.62,0,0
3336,228.62,165.55,0
3337,124.87,0,0
3338,615.68,49.49,0
3339,223.4,0,0
3340,381.41,0,0
3341,686.74,0,0
3342,664.8,0,0
3343,147.69,0,0
3344,249.83,148.12,79.9
3345,515.27,0,0
3346,145.65,132.55,0
3347,355.67,314.76,224.63
3348,1080.88,0,0
3349,554.15,88.72,0
3350,394.46,370.22,365.83
3351,89.65,0,0
3352,128.25,0,0
3353,558.61,0,0
3354,201.5,0,0
3355,204.41,111.44,0
3356,105.98,90.62,66.36
3357,470.07,0,0
3358,758.34,0,0
3359,411,388.81,269.08
3360,212.74,0,0
3361,370.99,215.59,0
3362,201.34,0,0
3363,108.98,0,0
3364,594.59,0,0
3365,356.09,0,0
3366,371.61,0,0
3367,251.94,0,0
3368,158.73,96.25,0
3369,143.1,81.87,0
3370,880.36,157.21,0
3371,440.2,0,0
3372,89.21,0,0
3373,395.94,243.39,207.38
3374,266.45,148.97,139.71
3375,911.77,0,0
3376,77.25,0,0
3377,521.83,46.33,0
3378,206.91,143.73,143.1
3379,81.4,0,0
3380,683.91,0,0
3381,712.93,0,0
3382,838.02,0,0
3383,81.4,0,0
3384,95.87,0,0
3385,307.43,0,0
3386,359.08,244.77,190.47
3387,154.7,117.5,0
3388,468.67,120.17,0
3389,111.29,0,0
3390,428.23,345.26,281.02
3391,505.46,103.93,0
3392,557.71,0,0
3393,191.83,161.14,90.02
3394,157.87,107.56,0
3395,988.69,0,0
3396,520.85,107.95,0
3397,235.41,0,0
3398,249.4,201.62,0
3399,442.41,73.95,0
3400,720.63,76.59,0
3401,622.48,122.33,83.66
3402,305.89,0,0
3403,815.63,0,0
3404,610.22,0,0
3405,393.13,237.73,218.25
3406,167.7,0,0
3407,148.99,0,0
3408,281.92,0,0
3409,403.96,120.47,0
3410,121.56,50.98,0
3411,432.46,0,0
3412,677.85,0,0
3413,135.43,0,0
3414,145.1,0,0
3415,154.38,0,0
3416,173.69,0,0
3417,139.02,87.22,85.68
3418,96.94,0,0
3419,430.33,0,0
3420,298.81,0,0
3421,143.52,0,0
3422,486,436.55,411.81
3423,597.47,0,0
3424,135.89,0,0
3425,455.7,0,0
3426,285.59,285.43,204.62
3427,254.24,127.96,67.51
3428,115.74,0,0
3429,378.68,57.86,0
3430,298.92,125.91,72.74
3431,360.54,0,0
3432,609.06,0,0
3433,203.63,112.6,0
3434,407.1,0,0
3435,658.83,0,0
3436,86.62,0,0
3437,588.03,0,0
3438,438.89,82.34,0
3439,620.55,0,0
3440,839.84,0,0
3441,94.71,0,0
3442,829.79,0,0
3443,411.88,0,0
3444,157.19,96.45,0
3445,364.03,157.21,0
3446,76.68,54.26,0
3447,730.48,0,0
3448,987.65,0,0
3449,992.22,0,0
3450,143.26,108.56,0
3451,202,131.53,0
3452,159.59,68.49,0
3453,269.88,250.44,197.75
3454,122.57,0,0
3455,647.72,260.22,241.73
3456,390.2,0,0
3457,100.21,78.41,0
3458,711.25,0,0
3459,770.97,0,0
3460,172.22,0,0
3461,662.84,50.36,0
3462,46.05,0,0
3463,521.73,0,0
3464,60.69,0,0
3465,327.23,0,0
3466,97.96,0,0
3467,647.85,0,0
3468,154.56,151.9,0
3469,188.45,0,0
3470,130.84,0,0
3471,390.02,0,0
3472,266.25,121.81,0
3473,522.77,0,0
3474,607.58,0,0
3475,737.98,0,0
3476,250.81,181.63,0
3477,270.93,0,0
3478,343.74,0,0
3479,85.49,0,0
3480,506.89,0,0
3481,147.32,0,0
3482,184.92,140.48,123.18
3483,432.09,0,0
3484,192.01,108.68,0
3485,107.21,0,0
3486,951.56,0,0
3487,876.76,0,0
3488,173.18,0,0
3489,414.87,0,0
3490,252.9,138.53,123.8
3491,263.23,0,0
3492,298.54,152.76,0
3493,696.89,0,0
3494,74.39,0,0
3495,1085.08,0,0
3496,608.65,0,0
3497,546.79,356.9,260.35
3498,156.37,0,0
3499,311.17,0,0
3500,274.02,0,0
3501,583.43,0,0
3502,109.07,0,0
3503,378.57,242.33,199.7
3504,95.78,0,0
3505,551.08,0,0
3506,107.96,0,0
3507,594.07,151.9,0
3508,301.88,295.71,206.52
3509,125.53,0,0
3510,288.5,0,0
3511,620.43,0,0
3512,248.02,0,0
3513,62.25,0,0
3514,120.25,100.14,0
3515,306.2,0,0
3516,163.86,156.67,59.77
3517,94.99,0,0
3518,674.1,86.76,0
3519,210.97,187.6,0
3520,657.18,0,0
3521,701.02,0,0
3522,788.19,0,0
3523,512.97,0,0
3524,208.28,186.74,0
3525,159.65,86.98,0
3526,351.38,0,0
3527,671.97,0,0
3528,234.51,207.7,199.49
3529,714.65,0,0
3530,73.45,0,0
3531,576.61,102.33,0
3532,494.04,343.83,260.69
3533,675.87,454.08,435.39
3534,445.86,0,0
3535,230.13,167.95,0
3536,451.78,113.58,0
3537,457.38,269.39,0
3538,291.03,0,0
3539,512.84,0,0
3540,151.79,0,0
3541,604.96,0,0
3542,551.31,0,0
3543,174,0,0
3544,148.77,0,0
3545,574.84,0,0
3546,191.18,118.14,0
3547,815.67,0,0
3548,478.33,0,0
3549,893.96,0,0
3550,291.88,159.65,0
3551,590.19,0,0
3552,312.61,111.23,0
3553,543.83,0,0
3554,82.33,0,0
3555,604.65,0,0
3556,750.92,0,0
3557,57.88,0,0
3558,1093.31,0,0
3559,291.45,0,0
3560,171.87,100.17,0
3561,634.33,0,0
3562,272.05,263.38,224.29
3563,91.38,0,0
3564,105.35,0,0
3565,129.38,0,0
3566,150.97,0,0
3567,580.39,0,0
3568,164.2,77.21,0
